wallet,score,total_tx,deposit_count,borrow_count,repay_count,liquidation_count,borrow_to_deposit,repay_to_borrow,active_days,avg_usd_deposit,avg_usd_borrow
0x0030ee334630838ea4dee0b4b6ecbc973529031f,520,16,8,7,1,0,0.7777777777777778,0.125,74.04144675925926,4.9992715757257674e+20,1.0931169482260767e+20
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,500,1,1,0,0,0,0.0,0.0,0.0,1.0519093751900908e+18,0.0
0x00326e37cef76788f6b0cf643c94481d60bd3d58,500,2,2,0,0,0,0.0,0.0,0.13056712962962963,1.327741056819776e+19,0.0
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,355,523,179,154,148,0,0.8555555555555555,0.9548387096774194,103.78547453703703,1.7831154047044054e+22,3.4565774162982724e+22
0x003325d3054cd7668fb16f19ea11bae6d02a474c,502,5,0,0,0,0,0.0,0.0,6.745138888888889,0.0,0.0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,314,162,59,45,21,0,0.75,0.45652173913043476,24.534699074074073,1.026491942651138e+24,7.79101703391709e+23
0x0034d2a08772822866b08d2c585e5c8e25723760,500,1,1,0,0,0,0.0,0.0,0.0,6.487740221834815e+20,0.0
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,510,5,0,0,0,0,0.0,0.0,30.831481481481482,0.0,0.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,507,26,14,8,2,0,0.5333333333333333,0.2222222222222222,20.906643518518518,1.8309235809193558e+20,6.985970233966843e+19
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,500,1,1,0,0,0,0.0,0.0,0.0,1.023869648132951e+19,0.0
0x0036534c48a754163f0f446601f36bcfda840f57,501,27,7,8,7,0,1.0,0.7777777777777778,12.879537037037037,3.9092093505173094e+20,2.0215969050679763e+19
0x00368bb9dba2ee83f3553feae59710b9c3743e09,513,11,9,1,0,0,0.1,0.0,37.84740740740741,2.960415962078556e+20,7.885672363468941e+20
0x0036a2f1f6136bb9d7992f7def692126a279e702,500,1,1,0,0,0,0.0,0.0,0.0,1.0147174318145307e+18,0.0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,514,43,9,14,14,0,1.4,0.9333333333333333,56.22424768518518,3.6134196313250654e+20,1.72349603125823e+20
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,522,12,4,2,2,0,0.4,0.6666666666666666,70.08412037037037,3.5140567472674787e+20,2.1428117010423526e+20
0x0037643e4ec2b622270676e9e7aa163b261cfb79,500,1,1,0,0,0,0.0,0.0,0.0,1838240.365231003,0.0
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,517,9,3,0,0,0,0.0,0.0,49.79636574074074,16594299019.111702,0.0
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,504,28,7,13,0,1,1.625,0.0,67.51701388888888,7.950802167724148e+18,6.462077676052682e+18
0x0038281701bf3f51fdbb18903c6e18776780a9a1,500,1,1,0,0,0,0.0,0.0,0.0,1093929.7118855962,0.0
0x00389de87cae34a6f89e13cc8225c4984add8b37,368,610,328,100,76,0,0.303951367781155,0.7524752475247525,58.27695601851852,8.21781621906599e+21,1.6895565436388064e+22
0x0039e71541bdc798d062346bce94230bf519bb72,496,2,1,1,0,0,0.5,0.0,0.0,3.0783814783927176e+16,4735971505219566.0
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,501,6,2,0,0,0,0.0,0.0,2.7740046296296295,5.008749899779342e+21,0.0
0x003a85c562730b196f7cba202a2515f2ff855736,351,177,131,22,12,0,0.16666666666666666,0.5217391304347826,102.33961805555556,1.333686478956457e+22,2.2792845829145664e+20
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,497,13,4,5,4,0,1.0,0.6666666666666666,2.3327662037037036,6.069858412875207e+20,177181333.06074813
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,502,2,2,0,0,0,0.0,0.0,5.004212962962963,1042962.9735363228,0.0
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,530,43,39,3,0,0,0.075,0.0,79.35398148148148,1.5139611309845838e+19,3.747279932759165e+19
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,507,4,2,0,0,0,0.0,0.0,19.450625,70983508.59877928,0.0
0x003be39433bde975b12411fbc3025d49d813a84f,482,4,0,1,0,3,1.0,0.0,32.38125,0.0,732131.7130665956
0x003cb0842811db8d115e28f13048dd83db391dcb,500,1,1,0,0,0,0.0,0.0,0.0,1622958.931890345,0.0
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,500,1,1,0,0,0,0.0,0.0,0.0,1.456005976504559e+18,0.0
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,498,6,0,1,3,0,1.0,1.5,1.8161342592592593,0.0,1714957348.7703488
0x003e9a119439ef34de3237034cee95675b01d5d4,523,31,6,9,8,0,1.2857142857142858,0.8,92.03100694444444,4.843497990220268e+21,1930297431.6389215
0x003ed65a094ef804c934f2427b601e03113882ff,500,2,2,0,0,0,0.0,0.0,0.00016203703703703703,114703751718774.03,0.0
